website,timestamp,action,duration,user
https://www.theguardian.com,2025-04-15T16:33:30.578511,open_website,-1,0
https://www.theguardian.com,2025-04-15T16:33:40.268648,inactive_wait,5,0
https://www.theguardian.com,2025-04-15T16:33:43.727375,open_website,-1,0
https://www.theguardian.com,2025-04-15T16:33:43.739563,wait,4,0
https://www.theguardian.com,2025-04-15T16:33:47.745366,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:34:34.994976,scroll_duration,47.24861979484558,0
https://www.theguardian.com,2025-04-15T16:34:34.995311,wait,3,0
https://www.theguardian.com,2025-04-15T16:34:38.853155,open_website,-1,0
https://www.theguardian.com,2025-04-15T16:34:38.855829,wait,3,0
https://www.theguardian.com,2025-04-15T16:34:41.861512,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:35:01.686828,scroll_duration,19.824461221694946,0
https://www.theguardian.com,2025-04-15T16:35:01.687174,wait,3,0
https://www.theguardian.com,2025-04-15T16:35:04.692884,wait,5,0
https://www.theguardian.com,2025-04-15T16:35:09.696706,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:35:16.081593,scroll_duration,6.383971214294434,0
https://www.theguardian.com,2025-04-15T16:35:16.081921,wait,2,0
https://www.theguardian.com,2025-04-15T16:35:18.087650,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:35:19.179935,scroll_duration,1.0917139053344727,0
https://www.theguardian.com,2025-04-15T16:35:19.180089,wait,2,0
https://www.theguardian.com,2025-04-15T16:35:21.185857,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:35:25.055656,scroll_duration,3.869154930114746,0
https://www.theguardian.com,2025-04-15T16:35:25.055753,wait,3,0
https://www.theguardian.com,2025-04-15T16:35:28.061352,wait,3,0
https://www.theguardian.com,2025-04-15T16:35:31.208110,open_website,-1,0
https://www.theguardian.com,2025-04-15T16:35:31.210556,wait,3,0
https://www.theguardian.com,2025-04-15T16:35:34.216250,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:35:58.175486,scroll_duration,23.95837712287903,0
https://www.theguardian.com,2025-04-15T16:35:58.176751,wait,3,0
https://www.theguardian.com,2025-04-15T16:36:01.182403,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:36:27.015081,scroll_duration,25.831992864608765,0
https://www.theguardian.com,2025-04-15T16:36:27.015367,wait,2,0
https://www.theguardian.com,2025-04-15T16:36:29.180045,open_website,-1,0
https://www.theguardian.com,2025-04-15T16:36:29.194030,wait,3,0
https://www.theguardian.com,2025-04-15T16:36:32.199693,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:37:01.858684,scroll_duration,29.65829300880432,0
https://www.theguardian.com,2025-04-15T16:37:01.858900,wait,2,0
https://www.theguardian.com,2025-04-15T16:37:03.994796,open_website,-1,0
https://www.theguardian.com,2025-04-15T16:37:04.003360,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:37:17.917759,scroll_duration,13.91406512260437,0
https://www.theguardian.com,2025-04-15T16:37:17.918882,wait,2,0
https://www.theguardian.com,2025-04-15T16:37:19.924623,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:37:24.269480,scroll_duration,4.344087839126587,0
https://www.theguardian.com,2025-04-15T16:37:24.269811,wait,5,0
https://www.theguardian.com,2025-04-15T16:37:29.275872,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:37:36.416713,scroll_duration,7.1400933265686035,0
https://www.theguardian.com,2025-04-15T16:37:36.417866,wait,2,0
https://www.theguardian.com,2025-04-15T16:37:38.423073,wait,3,0
https://www.theguardian.com,2025-04-15T16:37:42.058302,open_website,-1,0
https://www.theguardian.com,2025-04-15T16:37:42.060959,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:37:45.073346,scroll_duration,3.0120608806610107,0
https://www.theguardian.com,2025-04-15T16:37:45.074419,wait,3,0
https://www.theguardian.com,2025-04-15T16:37:48.080087,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:38:27.569611,scroll_duration,39.488901138305664,0
https://www.theguardian.com,2025-04-15T16:38:27.569862,wait,5,0
https://www.theguardian.com,2025-04-15T16:38:32.575648,wait,5,0
https://www.theguardian.com,2025-04-15T16:38:37.579018,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:39:37.945309,scroll_duration,60.36526799201965,0
https://www.theguardian.com,2025-04-15T16:39:37.946514,wait,2,0
https://www.theguardian.com,2025-04-15T16:39:39.957158,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:40:15.788239,scroll_duration,35.8303427696228,0
https://www.theguardian.com,2025-04-15T16:40:15.788511,wait,3,0
https://www.theguardian.com,2025-04-15T16:40:18.799484,wait,2,0
https://www.theguardian.com,2025-04-15T16:40:21.700413,open_website,-1,0
https://www.theguardian.com,2025-04-15T16:40:21.704626,wait,2,0
https://www.theguardian.com,2025-04-15T16:40:23.712918,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:40:54.788993,scroll_duration,31.072086095809937,0
https://www.theguardian.com,2025-04-15T16:40:54.789268,wait,3,0
https://www.theguardian.com,2025-04-15T16:40:57.799974,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:41:32.061555,scroll_duration,34.26060104370117,0
https://www.theguardian.com,2025-04-15T16:41:32.062000,wait,5,0
https://www.theguardian.com,2025-04-15T16:41:37.072876,wait,3,0
https://www.theguardian.com,2025-04-15T16:41:40.075960,wait,2,0
https://www.theguardian.com,2025-04-15T16:41:42.777245,open_website,-1,0
https://www.theguardian.com,2025-04-15T16:41:42.780090,wait,3,0
https://www.theguardian.com,2025-04-15T16:41:45.790592,wait,3,0
https://www.theguardian.com,2025-04-15T16:41:48.799264,wait,5,0
https://www.theguardian.com,2025-04-15T16:41:53.810789,wait,3,0
https://www.theguardian.com,2025-04-15T16:41:56.819733,wait,4,0
https://www.theguardian.com,2025-04-15T16:42:01.296550,open_website,-1,0
https://www.theguardian.com,2025-04-15T16:42:01.299386,wait,4,0
https://www.theguardian.com,2025-04-15T16:42:05.309876,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:42:23.619293,scroll_duration,18.308739185333252,0
https://www.theguardian.com,2025-04-15T16:42:23.619939,wait,4,0
https://www.theguardian.com,2025-04-15T16:42:28.480065,open_website,-1,0
https://www.theguardian.com,2025-04-15T16:42:28.482735,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:42:31.615208,scroll_duration,3.1321499347686768,0
https://www.theguardian.com,2025-04-15T16:42:31.615499,wait,4,0
https://www.theguardian.com,2025-04-15T16:42:35.626407,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:42:53.559857,scroll_duration,17.93259286880493,0
https://www.theguardian.com,2025-04-15T16:42:53.560146,wait,2,0
https://www.theguardian.com,2025-04-15T16:42:55.570828,wait,2,0
https://www.theguardian.com,2025-04-15T16:42:57.581638,wait,4,0
https://www.theguardian.com,2025-04-15T16:43:01.591197,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:43:22.819277,scroll_duration,21.227280139923096,0
https://www.theguardian.com,2025-04-15T16:43:22.819589,wait,5,0
https://www.theguardian.com,2025-04-15T16:43:27.830428,wait,2,0
https://www.theguardian.com,2025-04-15T16:43:29.836510,scroll,-1,0
https://www.theguardian.com,2025-04-15T16:43:36.228244,scroll_duration,6.391100883483887,0
https://www.theguardian.com,2025-04-15T16:43:36.228607,wait,5,0
https://www.theguardian.com,2025-04-15T16:43:41.457071,open_website,-1,0
https://www.theguardian.com,2025-04-15T16:43:41.460751,wait,4,0
https://www.theguardian.com,2025-04-15T16:43:45.469472,wait,3,0
https://www.theguardian.com,2025-04-15T16:43:48.480325,wait,3,0
https://www.theguardian.com,2025-04-15T16:43:51.490312,scroll,-1,0
